ORIGIN;DESTINATION;Rides;O_Lon;O_Lat;D_Lon;D_Lat;Geom
MONTCLARE;HUMBOLDT PARK;17;-87.79803232;41.92929769;-87.72091881;41.90006985;
MONTCLARE;IRVING PARK;5;-87.79803232;41.92929769;-87.73815125;41.94987713;
MONTCLARE;JEFFERSON PARK;0;-87.79803232;41.92929769;-87.77116692;41.97882998;
MONTCLARE;KENWOOD;0;-87.79803232;41.92929769;-87.59618358;41.80891637;
MONTCLARE;LAKE VIEW;0;-87.79803232;41.92929769;-87.65599893;41.94422687;
MONTCLARE;LINCOLN PARK;1;-87.79803232;41.92929769;-87.64948972;41.92268612;
MONTCLARE;LINCOLN SQUARE;0;-87.79803232;41.92929769;-87.68751544;41.97517153;
MONTCLARE;LOGAN SQUARE;13;-87.79803232;41.92929769;-87.67997294;41.92047802;
MONTCLARE;LOOP;0;-87.79803232;41.92929769;-87.62519187;41.87886595;
MONTCLARE;LOWER WEST SIDE;0;-87.79803232;41.92929769;-87.66756823;41.85026617;
MONTCLARE;MCKINLEY PARK;0;-87.79803232;41.92929769;-87.6725027;41.82992225;
MONTCLARE;MONTCLARE;1144;-87.79803232;41.92929769;-87.79761488;41.92561056;
MONTCLARE;NEAR NORTH SIDE;0;-87.79803232;41.92929769;-87.63330944;41.89960211;
MONTCLARE;NEAR SOUTH SIDE;0;-87.79803232;41.92929769;-87.62033483;41.85718427;
MONTCLARE;NEAR WEST SIDE;3;-87.79803232;41.92929769;-87.66351789;41.87400538;
MONTCLARE;NEW CITY;0;-87.79803232;41.92929769;-87.65916685;41.80901852;
MONTCLARE;NORTH CENTER;1;-87.79803232;41.92929769;-87.68383518;41.94779237;
MONTCLARE;NORTH LAWNDALE;2;-87.79803232;41.92929769;-87.71721947;41.86018959;
MONTCLARE;NORWOOD PARK;0;-87.79803232;41.92929769;-87.80453106;41.98501519;
MONTCLARE;PORTAGE PARK;34;-87.79803232;41.92929769;-87.76339991;41.95402816;
MONTCLARE;SOUTH LAWNDALE;5;-87.79803232;41.92929769;-87.7140021;41.83908701;
MONTCLARE;UPTOWN;0;-87.79803232;41.92929769;-87.65587932;41.96581208;
MONTCLARE;WEST ENGLEWOOD;0;-87.79803232;41.92929769;-87.66659636;41.77593029;
MONTCLARE;WEST GARFIELD PARK;0;-87.79803232;41.92929769;-87.72799576;41.87705644;
MONTCLARE;WEST RIDGE;0;-87.79803232;41.92929769;-87.69501266;42.00157215;
MONTCLARE;WEST TOWN;21;-87.79803232;41.92929769;-87.67635713;41.90120673;
MONTCLARE;WOODLAWN;0;-87.79803232;41.92929769;-87.59492536;41.77887641;
NEAR NORTH SIDE;ALBANY PARK;0;-87.64988573;41.90493388;-87.72155978;41.96806847;
NEAR NORTH SIDE;ARCHER HEIGHTS;0;-87.64988573;41.90493388;-87.72636284;41.81087957;
NEAR NORTH SIDE;ARMOUR SQUARE;0;-87.64988573;41.90493388;-87.6339737;41.84207749;
NEAR NORTH SIDE;AUSTIN;0;-87.64988573;41.90493388;-87.76311182;41.8941013;
NEAR NORTH SIDE;AVONDALE;0;-87.64988573;41.90493388;-87.71121064;41.93866589;
NEAR NORTH SIDE;BELMONT CRAGIN;0;-87.64988573;41.90493388;-87.78802248;41.92764196;
NEAR NORTH SIDE;BRIDGEPORT;0;-87.64988573;41.90493388;-87.64878825;41.83615066;
NEAR NORTH SIDE;BRIGHTON PARK;0;-87.64988573;41.90493388;-87.69886064;41.8173668;
NEAR NORTH SIDE;CHICAGO LAWN;0;-87.64988573;41.90493388;-87.69566636;41.77184916;
NEAR NORTH SIDE;DUNNING;0;-87.64988573;41.90493388;-87.78151878;41.94935283;
NEAR NORTH SIDE;EAST GARFIELD PARK;1;-87.64988573;41.90493388;-87.70589721;41.87891463;
NEAR NORTH SIDE;GARFIELD RIDGE;0;-87.64988573;41.90493388;-87.76423968;41.79618561;
NEAR NORTH SIDE;HERMOSA;0;-87.64988573;41.90493388;-87.73474016;41.92434776;
NEAR NORTH SIDE;HUMBOLDT PARK;0;-87.64988573;41.90493388;-87.72091881;41.90006985;
NEAR NORTH SIDE;IRVING PARK;0;-87.64988573;41.90493388;-87.73815125;41.94987713;
NEAR NORTH SIDE;JEFFERSON PARK;0;-87.64988573;41.90493388;-87.77116692;41.97882998;
NEAR NORTH SIDE;KENWOOD;0;-87.64988573;41.90493388;-87.59618358;41.80891637;
NEAR NORTH SIDE;LAKE VIEW;0;-87.64988573;41.90493388;-87.65599893;41.94422687;
NEAR NORTH SIDE;LINCOLN PARK;1;-87.64988573;41.90493388;-87.64948972;41.92268612;
NEAR NORTH SIDE;LINCOLN SQUARE;0;-87.64988573;41.90493388;-87.68751544;41.97517153;
NEAR NORTH SIDE;LOGAN SQUARE;14;-87.64988573;41.90493388;-87.67997294;41.92047802;
NEAR NORTH SIDE;LOOP;0;-87.64988573;41.90493388;-87.62519187;41.87886595;
NEAR NORTH SIDE;LOWER WEST SIDE;0;-87.64988573;41.90493388;-87.66756823;41.85026617;
NEAR NORTH SIDE;MCKINLEY PARK;0;-87.64988573;41.90493388;-87.6725027;41.82992225;
NEAR NORTH SIDE;MONTCLARE;0;-87.64988573;41.90493388;-87.79761488;41.92561056;
NEAR NORTH SIDE;NEAR NORTH SIDE;25;-87.64988573;41.90493388;-87.63330944;41.89960211;
NEAR NORTH SIDE;NEAR SOUTH SIDE;0;-87.64988573;41.90493388;-87.62033483;41.85718427;
NEAR NORTH SIDE;NEAR WEST SIDE;11;-87.64988573;41.90493388;-87.66351789;41.87400538;
NEAR NORTH SIDE;NEW CITY;0;-87.64988573;41.90493388;-87.65916685;41.80901852;
NEAR NORTH SIDE;NORTH CENTER;1;-87.64988573;41.90493388;-87.68383518;41.94779237;
NEAR NORTH SIDE;NORTH LAWNDALE;0;-87.64988573;41.90493388;-87.71721947;41.86018959;
NEAR NORTH SIDE;NORWOOD PARK;0;-87.64988573;41.90493388;-87.80453106;41.98501519;
NEAR NORTH SIDE;PORTAGE PARK;0;-87.64988573;41.90493388;-87.76339991;41.95402816;
NEAR NORTH SIDE;SOUTH LAWNDALE;1;-87.64988573;41.90493388;-87.7140021;41.83908701;
NEAR NORTH SIDE;UPTOWN;0;-87.64988573;41.90493388;-87.65587932;41.96581208;
NEAR NORTH SIDE;WEST ENGLEWOOD;0;-87.64988573;41.90493388;-87.66659636;41.77593029;
NEAR NORTH SIDE;WEST GARFIELD PARK;0;-87.64988573;41.90493388;-87.72799576;41.87705644;
NEAR NORTH SIDE;WEST RIDGE;0;-87.64988573;41.90493388;-87.69501266;42.00157215;
NEAR NORTH SIDE;WEST TOWN;87;-87.64988573;41.90493388;-87.67635713;41.90120673;
NEAR NORTH SIDE;WOODLAWN;0;-87.64988573;41.90493388;-87.59492536;41.77887641;
NEAR SOUTH SIDE;ALBANY PARK;0;-87.62033483;41.85718427;-87.72155978;41.96806847;
NEAR SOUTH SIDE;ARCHER HEIGHTS;0;-87.62033483;41.85718427;-87.72636284;41.81087957;
NEAR SOUTH SIDE;ARMOUR SQUARE;0;-87.62033483;41.85718427;-87.6339737;41.84207749;
NEAR SOUTH SIDE;AUSTIN;0;-87.62033483;41.85718427;-87.76311182;41.8941013;
NEAR SOUTH SIDE;AVONDALE;0;-87.62033483;41.85718427;-87.71121064;41.93866589;
NEAR SOUTH SIDE;BELMONT CRAGIN;0;-87.62033483;41.85718427;-87.78802248;41.92764196;
NEAR SOUTH SIDE;BRIDGEPORT;0;-87.62033483;41.85718427;-87.64878825;41.83615066;
NEAR SOUTH SIDE;BRIGHTON PARK;0;-87.62033483;41.85718427;-87.69886064;41.8173668;
NEAR SOUTH SIDE;CHICAGO LAWN;0;-87.62033483;41.85718427;-87.69566636;41.77184916;
NEAR SOUTH SIDE;DUNNING;0;-87.62033483;41.85718427;-87.78151878;41.94935283;
NEAR SOUTH SIDE;EAST GARFIELD PARK;0;-87.62033483;41.85718427;-87.70589721;41.87891463;
NEAR SOUTH SIDE;GARFIELD RIDGE;0;-87.62033483;41.85718427;-87.76423968;41.79618561;
NEAR SOUTH SIDE;HERMOSA;0;-87.62033483;41.85718427;-87.73474016;41.92434776;
NEAR SOUTH SIDE;HUMBOLDT PARK;0;-87.62033483;41.85718427;-87.72091881;41.90006985;
NEAR SOUTH SIDE;IRVING PARK;0;-87.62033483;41.85718427;-87.73815125;41.94987713;
NEAR SOUTH SIDE;JEFFERSON PARK;0;-87.62033483;41.85718427;-87.77116692;41.97882998;
NEAR SOUTH SIDE;KENWOOD;0;-87.62033483;41.85718427;-87.59618358;41.80891637;
NEAR SOUTH SIDE;LAKE VIEW;0;-87.62033483;41.85718427;-87.65599893;41.94422687;
NEAR SOUTH SIDE;LINCOLN PARK;0;-87.62033483;41.85718427;-87.64948972;41.92268612;
NEAR SOUTH SIDE;LINCOLN SQUARE;0;-87.62033483;41.85718427;-87.68751544;41.97517153;
NEAR SOUTH SIDE;LOGAN SQUARE;0;-87.62033483;41.85718427;-87.67997294;41.92047802;
NEAR SOUTH SIDE;LOOP;0;-87.62033483;41.85718427;-87.62519187;41.87886595;
NEAR SOUTH SIDE;LOWER WEST SIDE;0;-87.62033483;41.85718427;-87.66756823;41.85026617;
NEAR SOUTH SIDE;MCKINLEY PARK;0;-87.62033483;41.85718427;-87.6725027;41.82992225;
NEAR SOUTH SIDE;MONTCLARE;0;-87.62033483;41.85718427;-87.79761488;41.92561056;
NEAR SOUTH SIDE;NEAR NORTH SIDE;0;-87.62033483;41.85718427;-87.63330944;41.89960211;
NEAR SOUTH SIDE;NEAR SOUTH SIDE;1;-87.62033483;41.85718427;-87.62033483;41.85718427;
NEAR SOUTH SIDE;NEAR WEST SIDE;0;-87.62033483;41.85718427;-87.66351789;41.87400538;
NEAR SOUTH SIDE;NEW CITY;0;-87.62033483;41.85718427;-87.65916685;41.80901852;
NEAR SOUTH SIDE;NORTH CENTER;0;-87.62033483;41.85718427;-87.68383518;41.94779237;
NEAR SOUTH SIDE;NORTH LAWNDALE;0;-87.62033483;41.85718427;-87.71721947;41.86018959;
NEAR SOUTH SIDE;NORWOOD PARK;0;-87.62033483;41.85718427;-87.80453106;41.98501519;
NEAR SOUTH SIDE;PORTAGE PARK;0;-87.62033483;41.85718427;-87.76339991;41.95402816;
NEAR SOUTH SIDE;SOUTH LAWNDALE;0;-87.62033483;41.85718427;-87.7140021;41.83908701;
NEAR SOUTH SIDE;UPTOWN;0;-87.62033483;41.85718427;-87.65587932;41.96581208;
NEAR SOUTH SIDE;WEST ENGLEWOOD;0;-87.62033483;41.85718427;-87.66659636;41.77593029;
NEAR SOUTH SIDE;WEST GARFIELD PARK;0;-87.62033483;41.85718427;-87.72799576;41.87705644;
NEAR SOUTH SIDE;WEST RIDGE;0;-87.62033483;41.85718427;-87.69501266;42.00157215;
NEAR SOUTH SIDE;WEST TOWN;0;-87.62033483;41.85718427;-87.67635713;41.90120673;
NEAR SOUTH SIDE;WOODLAWN;0;-87.62033483;41.85718427;-87.59492536;41.77887641;
NEAR WEST SIDE;ALBANY PARK;0;-87.66351789;41.87400538;-87.72155978;41.96806847;
NEAR WEST SIDE;ARCHER HEIGHTS;0;-87.66351789;41.87400538;-87.72636284;41.81087957;
NEAR WEST SIDE;ARMOUR SQUARE;2;-87.66351789;41.87400538;-87.6339737;41.84207749;
NEAR WEST SIDE;AUSTIN;141;-87.66351789;41.87400538;-87.76311182;41.8941013;
NEAR WEST SIDE;AVONDALE;171;-87.66351789;41.87400538;-87.71121064;41.93866589;
NEAR WEST SIDE;BELMONT CRAGIN;34;-87.66351789;41.87400538;-87.78802248;41.92764196;
NEAR WEST SIDE;BRIDGEPORT;86;-87.66351789;41.87400538;-87.64878825;41.83615066;
NEAR WEST SIDE;BRIGHTON PARK;0;-87.66351789;41.87400538;-87.69886064;41.8173668;
NEAR WEST SIDE;CHICAGO LAWN;0;-87.66351789;41.87400538;-87.69566636;41.77184916;
NEAR WEST SIDE;DUNNING;3;-87.66351789;41.87400538;-87.78151878;41.94935283;
NEAR WEST SIDE;EAST GARFIELD PARK;804;-87.66351789;41.87400538;-87.70589721;41.87891463;
NEAR WEST SIDE;GARFIELD RIDGE;0;-87.66351789;41.87400538;-87.76423968;41.79618561;
NEAR WEST SIDE;HERMOSA;9;-87.66351789;41.87400538;-87.73474016;41.92434776;
NEAR WEST SIDE;HUMBOLDT PARK;310;-87.66351789;41.87400538;-87.72091881;41.90006985;
NEAR WEST SIDE;IRVING PARK;54;-87.66351789;41.87400538;-87.73815125;41.94987713;
NEAR WEST SIDE;JEFFERSON PARK;0;-87.66351789;41.87400538;-87.77116692;41.97882998;
NEAR WEST SIDE;KENWOOD;0;-87.66351789;41.87400538;-87.59618358;41.80891637;
NEAR WEST SIDE;LAKE VIEW;4;-87.66351789;41.87400538;-87.65599893;41.94422687;
NEAR WEST SIDE;LINCOLN PARK;66;-87.66351789;41.87400538;-87.64948972;41.92268612;
NEAR WEST SIDE;LINCOLN SQUARE;0;-87.66351789;41.87400538;-87.68751544;41.97517153;
NEAR WEST SIDE;LOGAN SQUARE;1890;-87.66351789;41.87400538;-87.67997294;41.92047802;
NEAR WEST SIDE;LOOP;50;-87.66351789;41.87400538;-87.62519187;41.87886595;
NEAR WEST SIDE;LOWER WEST SIDE;4296;-87.66351789;41.87400538;-87.66756823;41.85026617;
NEAR WEST SIDE;MCKINLEY PARK;1;-87.66351789;41.87400538;-87.6725027;41.82992225;
NEAR WEST SIDE;MONTCLARE;1;-87.66351789;41.87400538;-87.79761488;41.92561056;
NEAR WEST SIDE;NEAR NORTH SIDE;260;-87.66351789;41.87400538;-87.63330944;41.89960211;
NEAR WEST SIDE;NEAR SOUTH SIDE;6;-87.66351789;41.87400538;-87.62033483;41.85718427;
NEAR WEST SIDE;NEAR WEST SIDE;156969;-87.66351789;41.87400538;-87.66351789;41.87400538;
NEAR WEST SIDE;NEW CITY;0;-87.66351789;41.87400538;-87.65916685;41.80901852;
NEAR WEST SIDE;NORTH CENTER;5;-87.66351789;41.87400538;-87.68383518;41.94779237;
NEAR WEST SIDE;NORTH LAWNDALE;544;-87.66351789;41.87400538;-87.71721947;41.86018959;
NEAR WEST SIDE;NORWOOD PARK;0;-87.66351789;41.87400538;-87.80453106;41.98501519;
NEAR WEST SIDE;PORTAGE PARK;9;-87.66351789;41.87400538;-87.76339991;41.95402816;
NEAR WEST SIDE;SOUTH LAWNDALE;236;-87.66351789;41.87400538;-87.7140021;41.83908701;
NEAR WEST SIDE;UPTOWN;0;-87.66351789;41.87400538;-87.65587932;41.96581208;
NEAR WEST SIDE;WEST ENGLEWOOD;1;-87.66351789;41.87400538;-87.66659636;41.77593029;
NEAR WEST SIDE;WEST GARFIELD PARK;96;-87.66351789;41.87400538;-87.72799576;41.87705644;
NEAR WEST SIDE;WEST RIDGE;0;-87.66351789;41.87400538;-87.69501266;42.00157215;
NEAR WEST SIDE;WEST TOWN;27794;-87.66351789;41.87400538;-87.67635713;41.90120673;
NEAR WEST SIDE;WOODLAWN;0;-87.66351789;41.87400538;-87.59492536;41.77887641;
NEW CITY;ALBANY PARK;0;-87.65916685;41.80901852;-87.72155978;41.96806847;
NEW CITY;ARCHER HEIGHTS;0;-87.65916685;41.80901852;-87.72636284;41.81087957;
NEW CITY;ARMOUR SQUARE;0;-87.65916685;41.80901852;-87.6339737;41.84207749;
NEW CITY;AUSTIN;0;-87.65916685;41.80901852;-87.76311182;41.8941013;
NEW CITY;AVONDALE;0;-87.65916685;41.80901852;-87.71121064;41.93866589;
NEW CITY;BELMONT CRAGIN;0;-87.65916685;41.80901852;-87.78802248;41.92764196;
NEW CITY;BRIDGEPORT;0;-87.65916685;41.80901852;-87.64878825;41.83615066;
NEW CITY;BRIGHTON PARK;0;-87.65916685;41.80901852;-87.69886064;41.8173668;
NEW CITY;CHICAGO LAWN;0;-87.65916685;41.80901852;-87.69566636;41.77184916;
NEW CITY;DUNNING;0;-87.65916685;41.80901852;-87.78151878;41.94935283;
NEW CITY;EAST GARFIELD PARK;0;-87.65916685;41.80901852;-87.70589721;41.87891463;
NEW CITY;GARFIELD RIDGE;0;-87.65916685;41.80901852;-87.76423968;41.79618561;
NEW CITY;HERMOSA;0;-87.65916685;41.80901852;-87.73474016;41.92434776;
NEW CITY;HUMBOLDT PARK;0;-87.65916685;41.80901852;-87.72091881;41.90006985;
NEW CITY;IRVING PARK;0;-87.65916685;41.80901852;-87.73815125;41.94987713;
NEW CITY;JEFFERSON PARK;0;-87.65916685;41.80901852;-87.77116692;41.97882998;
NEW CITY;KENWOOD;0;-87.65916685;41.80901852;-87.59618358;41.80891637;
NEW CITY;LAKE VIEW;0;-87.65916685;41.80901852;-87.65599893;41.94422687;
NEW CITY;LINCOLN PARK;0;-87.65916685;41.80901852;-87.64948972;41.92268612;
NEW CITY;LINCOLN SQUARE;0;-87.65916685;41.80901852;-87.68751544;41.97517153;
NEW CITY;LOGAN SQUARE;3;-87.65916685;41.80901852;-87.67997294;41.92047802;
NEW CITY;LOOP;0;-87.65916685;41.80901852;-87.62519187;41.87886595;
NEW CITY;LOWER WEST SIDE;0;-87.65916685;41.80901852;-87.66756823;41.85026617;
NEW CITY;MCKINLEY PARK;0;-87.65916685;41.80901852;-87.6725027;41.82992225;
NEW CITY;MONTCLARE;0;-87.65916685;41.80901852;-87.79761488;41.92561056;
NEW CITY;NEAR NORTH SIDE;0;-87.65916685;41.80901852;-87.63330944;41.89960211;
NEW CITY;NEAR SOUTH SIDE;0;-87.65916685;41.80901852;-87.62033483;41.85718427;
NEW CITY;NEAR WEST SIDE;0;-87.65916685;41.80901852;-87.66351789;41.87400538;
NEW CITY;NEW CITY;0;-87.65916685;41.80901852;-87.65916685;41.80901852;
NEW CITY;NORTH CENTER;0;-87.65916685;41.80901852;-87.68383518;41.94779237;
NEW CITY;NORTH LAWNDALE;0;-87.65916685;41.80901852;-87.71721947;41.86018959;
NEW CITY;NORWOOD PARK;0;-87.65916685;41.80901852;-87.80453106;41.98501519;
NEW CITY;PORTAGE PARK;0;-87.65916685;41.80901852;-87.76339991;41.95402816;
NEW CITY;SOUTH LAWNDALE;0;-87.65916685;41.80901852;-87.7140021;41.83908701;
NEW CITY;UPTOWN;0;-87.65916685;41.80901852;-87.65587932;41.96581208;
NEW CITY;WEST ENGLEWOOD;0;-87.65916685;41.80901852;-87.66659636;41.77593029;
NEW CITY;WEST GARFIELD PARK;0;-87.65916685;41.80901852;-87.72799576;41.87705644;
NEW CITY;WEST RIDGE;0;-87.65916685;41.80901852;-87.69501266;42.00157215;
NEW CITY;WEST TOWN;0;-87.65916685;41.80901852;-87.67635713;41.90120673;
NEW CITY;WOODLAWN;0;-87.65916685;41.80901852;-87.59492536;41.77887641;
NORTH CENTER;ALBANY PARK;0;-87.68383518;41.94779237;-87.72155978;41.96806847;
NORTH CENTER;ARCHER HEIGHTS;0;-87.68383518;41.94779237;-87.72636284;41.81087957;
NORTH CENTER;ARMOUR SQUARE;0;-87.68383518;41.94779237;-87.6339737;41.84207749;
NORTH CENTER;AUSTIN;0;-87.68383518;41.94779237;-87.76311182;41.8941013;
NORTH CENTER;AVONDALE;7;-87.68383518;41.94779237;-87.71121064;41.93866589;
NORTH CENTER;BELMONT CRAGIN;0;-87.68383518;41.94779237;-87.78802248;41.92764196;
NORTH CENTER;BRIDGEPORT;0;-87.68383518;41.94779237;-87.64878825;41.83615066;
NORTH CENTER;BRIGHTON PARK;0;-87.68383518;41.94779237;-87.69886064;41.8173668;
NORTH CENTER;CHICAGO LAWN;0;-87.68383518;41.94779237;-87.69566636;41.77184916;
NORTH CENTER;DUNNING;0;-87.68383518;41.94779237;-87.78151878;41.94935283;
NORTH CENTER;EAST GARFIELD PARK;1;-87.68383518;41.94779237;-87.70589721;41.87891463;
NORTH CENTER;GARFIELD RIDGE;0;-87.68383518;41.94779237;-87.76423968;41.79618561;
NORTH CENTER;HERMOSA;0;-87.68383518;41.94779237;-87.73474016;41.92434776;
NORTH CENTER;HUMBOLDT PARK;0;-87.68383518;41.94779237;-87.72091881;41.90006985;
NORTH CENTER;IRVING PARK;8;-87.68383518;41.94779237;-87.73815125;41.94987713;
NORTH CENTER;JEFFERSON PARK;0;-87.68383518;41.94779237;-87.77116692;41.97882998;
NORTH CENTER;KENWOOD;0;-87.68383518;41.94779237;-87.59618358;41.80891637;
NORTH CENTER;LAKE VIEW;0;-87.68383518;41.94779237;-87.65599893;41.94422687;
NORTH CENTER;LINCOLN PARK;0;-87.68383518;41.94779237;-87.64948972;41.92268612;
NORTH CENTER;LINCOLN SQUARE;0;-87.68383518;41.94779237;-87.68751544;41.97517153;
NORTH CENTER;LOGAN SQUARE;9;-87.68383518;41.94779237;-87.67997294;41.92047802;
NORTH CENTER;LOOP;0;-87.68383518;41.94779237;-87.62519187;41.87886595;
NORTH CENTER;LOWER WEST SIDE;0;-87.68383518;41.94779237;-87.66756823;41.85026617;
NORTH CENTER;MCKINLEY PARK;0;-87.68383518;41.94779237;-87.6725027;41.82992225;
NORTH CENTER;MONTCLARE;0;-87.68383518;41.94779237;-87.79761488;41.92561056;
NORTH CENTER;NEAR NORTH SIDE;0;-87.68383518;41.94779237;-87.63330944;41.89960211;
NORTH CENTER;NEAR SOUTH SIDE;0;-87.68383518;41.94779237;-87.62033483;41.85718427;
NORTH CENTER;NEAR WEST SIDE;1;-87.68383518;41.94779237;-87.66351789;41.87400538;
NORTH CENTER;NEW CITY;0;-87.68383518;41.94779237;-87.65916685;41.80901852;
NORTH CENTER;NORTH CENTER;2;-87.68383518;41.94779237;-87.68383518;41.94779237;
NORTH CENTER;NORTH LAWNDALE;0;-87.68383518;41.94779237;-87.71721947;41.86018959;
NORTH CENTER;NORWOOD PARK;0;-87.68383518;41.94779237;-87.80453106;41.98501519;
NORTH CENTER;PORTAGE PARK;1;-87.68383518;41.94779237;-87.76339991;41.95402816;
NORTH CENTER;SOUTH LAWNDALE;0;-87.68383518;41.94779237;-87.7140021;41.83908701;
NORTH CENTER;UPTOWN;0;-87.68383518;41.94779237;-87.65587932;41.96581208;
NORTH CENTER;WEST ENGLEWOOD;0;-87.68383518;41.94779237;-87.66659636;41.77593029;
NORTH CENTER;WEST GARFIELD PARK;0;-87.68383518;41.94779237;-87.72799576;41.87705644;
NORTH CENTER;WEST RIDGE;0;-87.68383518;41.94779237;-87.69501266;42.00157215;
NORTH CENTER;WEST TOWN;1;-87.68383518;41.94779237;-87.67635713;41.90120673;
NORTH CENTER;WOODLAWN;0;-87.68383518;41.94779237;-87.59492536;41.77887641;
NORTH LAWNDALE;ALBANY PARK;0;-87.71721947;41.86018959;-87.72155978;41.96806847;
NORTH LAWNDALE;ARCHER HEIGHTS;1;-87.71721947;41.86018959;-87.72636284;41.81087957;
NORTH LAWNDALE;ARMOUR SQUARE;0;-87.71721947;41.86018959;-87.6339737;41.84207749;
NORTH LAWNDALE;AUSTIN;173;-87.71721947;41.86018959;-87.76311182;41.8941013;
NORTH LAWNDALE;AVONDALE;5;-87.71721947;41.86018959;-87.71121064;41.93866589;
NORTH LAWNDALE;BELMONT CRAGIN;13;-87.71721947;41.86018959;-87.78802248;41.92764196;
NORTH LAWNDALE;BRIDGEPORT;2;-87.71721947;41.86018959;-87.64878825;41.83615066;
NORTH LAWNDALE;BRIGHTON PARK;7;-87.71721947;41.86018959;-87.69886064;41.8173668;
NORTH LAWNDALE;CHICAGO LAWN;1;-87.71721947;41.86018959;-87.69566636;41.77184916;
NORTH LAWNDALE;DUNNING;0;-87.71721947;41.86018959;-87.78151878;41.94935283;
NORTH LAWNDALE;EAST GARFIELD PARK;432;-87.71721947;41.86018959;-87.70589721;41.87891463;
NORTH LAWNDALE;GARFIELD RIDGE;1;-87.71721947;41.86018959;-87.76423968;41.79618561;
NORTH LAWNDALE;HERMOSA;3;-87.71721947;41.86018959;-87.73474016;41.92434776;
NORTH LAWNDALE;HUMBOLDT PARK;100;-87.71721947;41.86018959;-87.72091881;41.90006985;
NORTH LAWNDALE;IRVING PARK;3;-87.71721947;41.86018959;-87.73815125;41.94987713;
NORTH LAWNDALE;JEFFERSON PARK;0;-87.71721947;41.86018959;-87.77116692;41.97882998;
NORTH LAWNDALE;KENWOOD;0;-87.71721947;41.86018959;-87.59618358;41.80891637;
NORTH LAWNDALE;LAKE VIEW;0;-87.71721947;41.86018959;-87.65599893;41.94422687;
NORTH LAWNDALE;LINCOLN PARK;3;-87.71721947;41.86018959;-87.64948972;41.92268612;
NORTH LAWNDALE;LINCOLN SQUARE;0;-87.71721947;41.86018959;-87.68751544;41.97517153;
NORTH LAWNDALE;LOGAN SQUARE;26;-87.71721947;41.86018959;-87.67997294;41.92047802;
NORTH LAWNDALE;LOOP;0;-87.71721947;41.86018959;-87.62519187;41.87886595;
NORTH LAWNDALE;LOWER WEST SIDE;184;-87.71721947;41.86018959;-87.66756823;41.85026617;
NORTH LAWNDALE;MCKINLEY PARK;3;-87.71721947;41.86018959;-87.6725027;41.82992225;
NORTH LAWNDALE;MONTCLARE;3;-87.71721947;41.86018959;-87.79761488;41.92561056;
NORTH LAWNDALE;NEAR NORTH SIDE;2;-87.71721947;41.86018959;-87.63330944;41.89960211;
NORTH LAWNDALE;NEAR SOUTH SIDE;0;-87.71721947;41.86018959;-87.62033483;41.85718427;
NORTH LAWNDALE;NEAR WEST SIDE;434;-87.71721947;41.86018959;-87.66351789;41.87400538;
NORTH LAWNDALE;NEW CITY;0;-87.71721947;41.86018959;-87.65916685;41.80901852;
NORTH LAWNDALE;NORTH CENTER;0;-87.71721947;41.86018959;-87.68383518;41.94779237;
NORTH LAWNDALE;NORTH LAWNDALE;6942;-87.71721947;41.86018959;-87.71721947;41.86018959;
NORTH LAWNDALE;NORWOOD PARK;0;-87.71721947;41.86018959;-87.80453106;41.98501519;
NORTH LAWNDALE;PORTAGE PARK;2;-87.71721947;41.86018959;-87.76339991;41.95402816;
NORTH LAWNDALE;SOUTH LAWNDALE;1457;-87.71721947;41.86018959;-87.7140021;41.83908701;
NORTH LAWNDALE;UPTOWN;0;-87.71721947;41.86018959;-87.65587932;41.96581208;
NORTH LAWNDALE;WEST ENGLEWOOD;0;-87.71721947;41.86018959;-87.66659636;41.77593029;
NORTH LAWNDALE;WEST GARFIELD PARK;270;-87.71721947;41.86018959;-87.72799576;41.87705644;
NORTH LAWNDALE;WEST RIDGE;0;-87.71721947;41.86018959;-87.69501266;42.00157215;
NORTH LAWNDALE;WEST TOWN;103;-87.71721947;41.86018959;-87.67635713;41.90120673;
NORTH LAWNDALE;WOODLAWN;0;-87.71721947;41.86018959;-87.59492536;41.77887641;
OHARE;ALBANY PARK;0;-87.89349472;41.97555516;-87.72155978;41.96806847;
OHARE;ARCHER HEIGHTS;0;-87.89349472;41.97555516;-87.72636284;41.81087957;
OHARE;ARMOUR SQUARE;0;-87.89349472;41.97555516;-87.6339737;41.84207749;
OHARE;AUSTIN;0;-87.89349472;41.97555516;-87.76311182;41.8941013;
OHARE;AVONDALE;0;-87.89349472;41.97555516;-87.71121064;41.93866589;
OHARE;BELMONT CRAGIN;0;-87.89349472;41.97555516;-87.78802248;41.92764196;
OHARE;BRIDGEPORT;0;-87.89349472;41.97555516;-87.64878825;41.83615066;
OHARE;BRIGHTON PARK;0;-87.89349472;41.97555516;-87.69886064;41.8173668;
OHARE;CHICAGO LAWN;0;-87.89349472;41.97555516;-87.69566636;41.77184916;
OHARE;DUNNING;0;-87.89349472;41.97555516;-87.78151878;41.94935283;
OHARE;EAST GARFIELD PARK;0;-87.89349472;41.97555516;-87.70589721;41.87891463;
OHARE;GARFIELD RIDGE;0;-87.89349472;41.97555516;-87.76423968;41.79618561;
OHARE;HERMOSA;0;-87.89349472;41.97555516;-87.73474016;41.92434776;
